인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판
3182,9313188,이지듀포스트레이저이지에프크림5ml,1510,nan,6090.0,FA001,15408.0,14760742.39529878,957.9921076907308,멜라(캡슐크림),멜라(캡슐크림),2029-01-04,1031.0,24개월 이상,5877.0
3183,9313188,이지듀포스트레이저이지에프크림5ml,1510,nan,7060.0,EK003,100.0,95799.21076907308,957.9921076907308,멜라(캡슐크림),멜라(캡슐크림),2028-11-06,972.0,24개월 이상,5877.0
3184,9313188,이지듀포스트레이저이지에프크림5ml,1510,nan,7060.0,EK005,3000.0,2873976.3230721923,957.9921076907308,멜라(캡슐크림),멜라(캡슐크림),2027-11-17,617.0,24개월 미만,5877.0
3185,9313189,이지듀멜라비토닝글로우커버팩트19호페어(블리스터)0.5g,1510,nan,5000.0,BLA,49326.0,12517435.0,253.76951303572153,신제품,신제품,2028-11-16,982.0,24개월 이상,0.0
3186,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,T,,D260107002,1.0,8160.472602739726,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3187,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,T,,D260107002,1.0,8160.472602739726,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3188,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,T,,D260107002,1.0,8160.472602739726,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3189,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,T,,D260107002,1.0,8160.472602739726,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3190,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,T,,D260107002,1.0,8160.472602739726,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3191,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,nan,5000.0,D251110001,1.0,8160.472602739726,8160.472602739726,임가공,임가공,,,유효기한 없음,68.0
3192,9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,1510,nan,5000.0,D260107002,140.0,1142466.1643835618,8160.472602739726,임가공,임가공,2028-09-03,908.0,24개월 이상,68.0
3193,9313286,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,1510,W,,D251031003,0.0,0.0,9915.1,임가공,임가공,,,유효기한 없음,78.0
3194,9313286,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,1510,W,,D251031003,10.0,99151.0,9915.1,임가공,임가공,,,유효기한 없음,78.0
3195,9313286,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,1510,W,,D251031003,0.0,0.0,9915.1,임가공,임가공,,,유효기한 없음,78.0
3196,9313286,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,1510,nan,5000.0,D251031003,0.0,0.0,9915.1,임가공,임가공,,,유효기한 없음,78.0
3197,9313287,이지듀멜라비토닝앰플쿠션13g내추럴어워즈한정기획(2025)(+8g미니어처쿠,1510,W,,D251120004,0.0,0.0,0.0,멜라(앰플쿠션),올리브영,,,유효기한 없음,5000.0
3198,9313287,이지듀멜라비토닝앰플쿠션13g내추럴어워즈한정기획(2025)(+8g미니어처쿠,1510,W,,D251127001,0.0,0.0,0.0,멜라(앰플쿠션),올리브영,,,유효기한 없음,5000.0
3199,9313287,이지듀멜라비토닝앰플쿠션13g내추럴어워즈한정기획(2025)(+8g미니어처쿠,1510,nan,5000.0,D251120004,0.0,0.0,0.0,멜라(앰플쿠션),올리브영,,,유효기한 없음,5000.0
3200,9313287,이지듀멜라비토닝앰플쿠션13g내추럴어워즈한정기획(2025)(+8g미니어처쿠,1510,nan,5000.0,D251127001,0.0,0.0,0.0,멜라(앰플쿠션),올리브영,,,유효기한 없음,5000.0
3201,9313300,이지듀멜라비토닝글로우커버팩트21호내추럴(블리스터)0.5g,1510,nan,5000.0,DLA,45953.0,11644237.0,253.3944900224142,신제품,신제품,2028-11-16,982.0,24개월 이상,0.0
3202,9313301,이지듀멜라비토닝글로우커버팩트23호베이지(블리스터)0.5g,1510,nan,5000.0,BLA,49029.0,12423678.0,253.39448081747537,신제품,신제품,2028-11-16,982.0,24개월 이상,0.0
3203,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,O,,D251209003,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3204,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,O,,D251223001,0.0,0.0,2409.1892354507418,임가공,임가공,2026-12-09,274.0,12개월 미만,32848.333333333336
3205,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,O,,D251224001,0.0,0.0,2409.1892354507418,임가공,임가공,2026-12-05,270.0,9개월 미만,32848.333333333336
3206,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,5000.0,D251209003,8.0,19273.513883605934,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3207,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,5000.0,D251223001,3548.0,8547803.407379232,2409.1892354507418,임가공,임가공,2026-12-09,274.0,12개월 미만,32848.333333333336
3208,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,5000.0,D251224001,2.0,4818.3784709014835,2409.1892354507418,임가공,임가공,2026-12-05,270.0,9개월 미만,32848.333333333336
3209,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,5100.0,0,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3210,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,5100.0,D251209003,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3211,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6040.0,D251111001,15.0,36137.838531761125,2409.1892354507418,임가공,임가공,2026-11-11,246.0,9개월 미만,32848.333333333336
3212,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6040.0,D251118001,186.0,448109.197793838,2409.1892354507418,임가공,임가공,2026-11-06,241.0,9개월 미만,32848.333333333336
3213,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6040.0,D251125001,59.0,142142.16489159377,2409.1892354507418,임가공,임가공,2026-11-06,241.0,9개월 미만,32848.333333333336
3214,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251111001,603.0,1452741.1089767972,2409.1892354507418,임가공,임가공,2026-11-11,246.0,9개월 미만,32848.333333333336
3215,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251118001,0.0,0.0,2409.1892354507418,임가공,임가공,2026-11-06,241.0,9개월 미만,32848.333333333336
3216,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251120002,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3217,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251125001,0.0,0.0,2409.1892354507418,임가공,임가공,2026-11-06,241.0,9개월 미만,32848.333333333336
3218,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251125002,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3219,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251209003,0.0,0.0,2409.1892354507418,임가공,임가공,,,유효기한 없음,32848.333333333336
3220,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251209004,102.0,245737.30201597567,2409.1892354507418,임가공,임가공,2026-11-28,263.0,9개월 미만,32848.333333333336
3221,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251209005,188.0,452927.57626473944,2409.1892354507418,임가공,임가공,2026-11-28,263.0,9개월 미만,32848.333333333336
3222,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251209006,252.0,607115.687333587,2409.1892354507418,임가공,임가공,2026-11-28,263.0,9개월 미만,32848.333333333336
3223,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251223001,0.0,0.0,2409.1892354507418,임가공,임가공,2026-12-09,274.0,12개월 미만,32848.333333333336
3224,9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),1510,nan,6090.0,D251224001,295.0,710710.8244579688,2409.1892354507418,임가공,임가공,2026-12-05,270.0,9개월 미만,32848.333333333336
3225,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3226,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3227,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3228,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3229,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3230,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3231,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3232,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3233,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3234,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3235,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3236,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3237,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3238,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3239,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3240,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3241,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3242,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3243,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3244,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3245,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,T,,D251230001,1.0,8574.42372881356,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3246,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,nan,5000.0,D251229001,0.0,0.0,8574.42372881356,임가공,임가공,,,유효기한 없음,183.0
3247,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,nan,5000.0,D251230001,151.0,1294737.9830508474,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3248,9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),1510,nan,5000.0,D260126001,300.0,2572327.1186440676,8574.42372881356,임가공,임가공,2027-08-04,512.0,18개월 미만,183.0
3249,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D251224002,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3250,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D251224002,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3251,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D251224002,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3252,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D251224002,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3253,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D251224002,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3254,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,T,,D260105003,1.0,7222.456204379562,7222.456204379562,임가공,임가공,2027-02-07,334.0,12개월 미만,116.0
3255,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251127002,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3256,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251205001,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3257,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251224002,4.0,28889.82481751825,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3258,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251230008,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3259,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260105003,33.0,238341.05474452555,7222.456204379562,임가공,임가공,2027-02-07,334.0,12개월 미만,116.0
3260,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260108002,30.0,216673.68613138687,7222.456204379562,임가공,임가공,2027-02-07,334.0,12개월 미만,116.0
3261,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260126002,200.0,1444491.2408759124,7222.456204379562,임가공,임가공,2027-02-07,334.0,12개월 미만,116.0
3262,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,0,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3263,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251127002,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3264,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251205001,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3265,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251224002,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3266,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251230008,1.0,7222.456204379562,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3267,9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,1510,nan,5300.0,D251230008,0.0,0.0,7222.456204379562,임가공,임가공,,,유효기한 없음,116.0
3268,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3269,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3270,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3271,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3272,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3273,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3274,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3275,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3276,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3277,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3278,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3279,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3280,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,2.0,14316.591337099811,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3281,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3282,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3283,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3284,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3285,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3286,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3287,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3288,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3289,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D251230009,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3290,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3291,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3292,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3293,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3294,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3295,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,T,,D260108003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3296,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251204004,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3297,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251230009,47.0,336439.8964218456,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3298,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260105004,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3299,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260108001,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3300,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260108003,4.0,28633.182674199623,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3301,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260126003,450.0,3221233.0508474577,7158.295668549906,임가공,임가공,2027-09-10,549.0,24개월 미만,663.5
3302,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,0,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3303,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251204004,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3304,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251209008,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3305,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251224003,1.0,7158.295668549906,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3306,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5100.0,D251230009,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3307,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5200.0,D251209008,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3308,9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,1510,nan,5300.0,D251209008,0.0,0.0,7158.295668549906,임가공,임가공,,,유효기한 없음,663.5
3309,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,T,,D251230010,1.0,7193.453125,7193.453125,임가공,임가공,,,유효기한 없음,114.0
3310,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,T,,D251230010,1.0,7193.453125,7193.453125,임가공,임가공,,,유효기한 없음,114.0
3311,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,T,,D260105005,1.0,7193.453125,7193.453125,임가공,임가공,,,유효기한 없음,114.0
3312,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D251230010,14.0,100708.34375,7193.453125,임가공,임가공,,,유효기한 없음,114.0
3313,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260105005,7.0,50354.171875,7193.453125,임가공,임가공,,,유효기한 없음,114.0
3314,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260108004,30.0,215803.59375,7193.453125,임가공,임가공,2027-06-18,465.0,18개월 미만,114.0
3315,9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,1510,nan,5000.0,D260126004,200.0,1438690.625,7193.453125,임가공,임가공,2027-06-18,465.0,18개월 미만,114.0
